{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430115948.0	['planning', 'ship', 'relief', 'aid', 'assessing', 'medical', 'needs']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430115982.0	['paapi', 'idiots', 'questioning', 'respected', 'pm', 'sending', 'army', 'relief', 'package', 'nepal']
1430116068.0	['cares', 'donations', 'accepted', 'support', 'relief', 'efforts', 'nepal', 'send', 'donations', 'office', 'thanks']
1430116094.0	['looking', 'ways', 'donate', 'relief', 'work', 'going', 'list', 'groups', 'working', 'otg']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430116172.0	['thinking', 'affected', 'wishing', 'strength', 'comfort', 'hugs']
{'corrected_tags': 'B-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430117184.0	['nepal', 'usaid', 'center', 'international', 'disaster', 'information', 'cidi']
1430117265.0	['good', 'initiative', 'launch', 'people', 'finder', 'tools', 'http']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430117312.0	['covering', 'rescue', 'efforts', 'airport', 'iaf', 'choppers', 'amp', 'air', 'ambulance', 'great', 'job']
1430117331.0	['yesterday', 'bust', 'today', '50', 'sales', 'go', 'nepal', 'relief', 'donations', 'made', 'charitywater', 'mgmt']
1430117405.0	['spicejet', 'cuts', 'fare', 'operate', 'flights', 'kathmandu']
1430117407.0	['new', 'post', 'cnn', 'ivan', 'watson', 'lands', 'kathmandu', 'airport']
1430117410.0	['new', 'cnn', 'ivan', 'watson', 'lands', 'kathmandu', 'airport']
{'corrected_tags': 'B-missing', 'event_type': 'missing', 'event_id': 3, 'doc': 'NepalEQ'}
1430117450.0	['commercial', 'flights', 'operating', 'kathmandu', 'could', 'delays', 'airport', 'conditions', 'may', 'difficult']
1430117458.0	['follow', 'direct', 'information', 'nepal', 'kathmandu']
1430117460.0	['nepal', 'usaid', 'center', 'international', 'disaster', 'information', 'cidi']
1430117464.0	['days', 'priorities', 'still', 'remains', 'search', 'rescue']
1430117465.0	['wake', 'google', 'launched', 'people', 'finder', 'region']
1430117478.0	['airlines', 'schedule', 'addnl', 'flights', 'amp', 'tribhuvan', 'intnl', 'airport']
1430117478.0	['pmoindia', 'meaindia', 'details', 'india', 'relief', 'rescue', 'efforts', 'nepal']
1430117492.0	['pib', 'india', 'meaindia', 'details', 'india', 'relief', 'rescue', 'efforts', 'nepal']
1430117493.0	['google', 'good', 'google', 'deploys', 'person', 'finder', 'missing', 'persons', 'database', 'help', 'survivors']
1430117515.0	['meaindia', 'details', 'india', 'relief', 'rescue', 'efforts', 'nepal']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430117580.0	['kathmandu', 'land', 'airport', 'congested', 'landed', 'lucknow', 'india', 'fuel']
1430117597.0	['meaindia', 'details', 'india', 'relief', 'rescue', 'efforts', 'nepal']
1430117602.0	['post', 'earthquake', 'relief', 'fund', 'nepal', 'local', 'organisations', 'ground', 'shrochis', 'karki']
1430117627.0	['india', 'expert', 'relief', 'management', 'spicejet', 'offering', 'free', 'two', 'day', 'flight', 'nepal']
1430117637.0	['kathmandu', 'land', 'airport', 'congested', 'landed', 'lucknow', 'india', 'fuel']
1430117667.0	['photo', 'fred', 'wilson', 'crowdrise', 'raising', 'funds', 'various', 'relief', 'efforts', 'nepal']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430117723.0	['oh', 'god']
1430117734.0	['israel', 'flies', 'disaster', 'relief', 'team', 'nepal', 'israel', 'jews']
1430117749.0	['planes', 'needed', 'bring', 'back', 'indians', 'stranded', 'nepal', '2km', 'que', 'outside', 'nepal', 'airport', 'see', 'latest', 'video', 'recd', 'nw']
1430117767.0	['contact', 'amrit', 'donations', 'collected', 'senior', 'sports', 'day', 'foundation', 'donate', 'relief', 'fund', 'nepal']
1430117808.0	['india', 'expert', 'relief', 'management', 'spicejet', 'offering', 'free', 'two', 'day', 'flight', 'nepal']
1430117825.0	['asking', 'viewers', 'donate', 'money', 'catholic', 'charity', 'instead', 'pm', 'relief', 'fund']
1430117825.0	['india', 'expert', 'relief', 'management', 'spicejet', 'offering', 'free', 'two', 'day', 'flight', 'nepal']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430117875.0	['surprising', 'unable', 'bring', 'fellow', 'countrymen', 'lying', 'stranded', 'open', 'nepal', 'airport']
1430117911.0	['hundreds', 'await', 'evacuation', 'international', 'airport', 'follow']
1430117920.0	['less', 'month', 'ago', 'goofing', 'around', 'kathmandu', 'spoke', 'life', 'death']
1430117930.0	['jgd', 'please', 'contact', 'relief', 'care', 'nepal']
1430117941.0	['terrfying', 'video', 'avalanche', 'hitting', 'everest', 'basecamp', 'recent']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430118028.0	['please', 'pass', 'around', 'thank', 'much', 'nepal', 'google', 'people', 'finder']
1430118031.0	['chaos', 'reigns', 'nepal', 'international', 'airport', 'kathmandu']
1430118053.0	['man', 'nice', 'see', 'paul', 'borrud', 'former', 'head', 'facebook', 'aus', 'nz', 'going', 'nepal', 'help', 'relief']
1430118055.0	['kathmandu', 'weeks', 'ago', 'wonder', 'people', 'meet', 'passed', 'befriended', 'still', 'alive', 'drugrunners', 'care']
1430118062.0	['rajyavardhan', 'rathore', 'indian', 'govt', 'armed', 'forces', 'working', 'tirelessly', 'relief', 'res']
1430118074.0	['good', 'welcome', 'jeevnath', 'morning', 'travelled', 'partner', 'school', 'kathmandu']
1430118077.0	['team', 'cheshire', 'firefighters', 'heading', 'nepal', 'help', 'relief', 'effort']
1430118077.0	['team', 'cheshire', 'firefighters', 'heading', 'nepal', 'help', 'relief', 'effort']
1430118090.0	['person', 'finder', 'google']
1430118137.0	['pakistan', 'sends', 'relief', 'nepal', 'express', 'tribune']
1430118138.0	['prayers', 'people', 'affected', 'massive', 'numbers']
1430118142.0	['chance', 'win', 'work', 'art', 'support', 'relief', 'aid', 'nepal', 'great', 'initiative', 'artist', 'liz', 'doyle']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430118166.0	['india', 'expert', 'relief', 'management', 'spicejet', 'offering', 'free', 'two', 'day', 'flight', 'nepal']
1430118170.0	['shameful', 'indian', 'tourists', 'fight', 'leave', 'nepal', 'chaos', 'kathmandu', 'airport']
1430118175.0	['reports', 'indicate', '80', 'homes', 'near', 'epicenter', 'collapsed', 'care', 'responding', 'http']
1430118196.0	['photos', 'dramatic', 'helicopter', 'rescues', 'following', 'nepal']
1430118204.0	['spicejet', 'cuts', 'fare', 'operate', 'flights', 'kathmandu']
1430118206.0	['pakistan', 'sends', 'relief', 'nepal', 'express', 'tribune']
1430118224.0	['million', 'humanitarian', 'relief', 'nepal', '20th', 'cost', 'new', 'memorial', 'france', 'remember', 'responsibilities']
1430118233.0	['meaindia', 'details', 'india', 'relief', 'rescue', 'efforts', 'nepal', 'http']
1430118261.0	['employees', 'airport', 'cooperating', 'people', 'desperate', 'reach']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430118317.0	['kathmandu', 'bureau', 'chief', 'assignment', 'ebc', 'avalanche', 'hit', 'choppers', 'rescue', 'climbers']
1430118327.0	['nepal', 'need', 'lfrs', 'worst', 'way']
1430118334.0	['breaking', 'team', 'stopped', 'kolkata', 'kathmandu', 'airport', 'currently', 'congested', 'hope', 'help', 'soon']
1430118358.0	['international', 'relief', 'effort', 'underway']
1430118361.0	['mehdi', 'hussain', '3qtrsamericano', 'pakistan', 'sends', 'relief', 'nepal', 'express', 'tribune']
1430118375.0	['complete', 'chaos', 'nepal', 'international', 'airport', 'tribhuvan', 'airport', 'hard', 'put', 'handle', 'crisis']
1430118381.0	['chaos', 'reigns', 'nepal', 'tribhuvan', 'international', 'airport', 'outlook', 'wires']
1430118388.0	['rajyavardhan', 'rathore', 'indian', 'govt', 'armed', 'forces', 'working', 'tirelessly', 'relief', 'res', 'http']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430118445.0	['pib', 'india', 'ra', 'thore', 'indian', 'govt', 'armed', 'forces', 'working', 'tirelessly', 'relief', 'rescue', 'hour', 'ne']
1430118449.0	['international', 'relief', 'effort', 'underway']
1430118501.0	['technology', 'like', 'google', 'person', 'finder', 'prove', 'great', 'help', 'time', 'distress', 'share', 'spread', 'awareness', 'http']
1430118527.0	['million', 'humanitarian', 'relief', 'nepal', '20th', 'cost', 'new', 'memorial', 'france', 'remember', 'responsibilitie']
1430118530.0	['breaking', 'team', 'stopped', 'kolkata', 'kathmandu', 'airport', 'currently', 'congested', 'hope', 'help', 'soon', 'http']
1430118543.0	['tent', 'cities', 'visible', 'approach', 'airport', 'many', 'fear', 'building', 'collapses']
1430118560.0	['sniffer', 'dogs', 'india', 'france', 'assisting', 'rescue', 'ops', 'nepal', 'rescue', 'teams', 'monday', 'deployed']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430118568.0	['videocon', 'telecom', 'extends', 'isd', 'calls', 'earthquake', 'hit', 'nepal', 'call', 'rates', 'next']
1430118574.0	['feeling', 'proud', 'pm', 'ji', 'sending', 'quick', 'relief', 'amp', 'acts', 'super', 'man']
1430118595.0	['understand', 'umesh', 'definitely', 'share', 'airport', 'team', 'kathmandu']
1430118595.0	['uttar', 'pradesh', 'sends', 'doctors', 'relief', 'materials', 'nepal']
1430118608.0	['social', 'tracking', 'comes', 'good', 'aid', 'nepal', 'survivor', 'search', 'people', 'finder', 'tools']
1430118619.0	['salute', 'rescue', 'amp', 'relief', 'efforts', 'proud']
1430118638.0	['salute', 'sending', 'lakh', 'meals', 'nepal', 'bit', 'support', 'habitat', 'india', 'relief', 'efforts']
1430118661.0	['terrfying', 'video', 'avalanche', 'hitting', 'everest', 'basecamp', 'recent']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430118690.0	['following', 'google', 'launched', 'people', 'finder']
1430118733.0	['issued', 'flash', 'donor', 'alert', 'amp', 'urgent', 'health', 'needs', 'relief']
1430118739.0	['hi', 'airport', 'kathmandu', 'remain', 'congested', 'temporarly', 'operating', 'today', 'hopefully', 'resume', 'operation', 'tomorrow']
1430118767.0	['empty', 'buildings', 'packed', 'streets', 'quake', 'agony', 'revealed', 'quietly', 'trip', 'nepal', 'airport']
1430118773.0	['shelter', 'box', 'deployed', 'nepal', 'bring', 'relief', 'visit', 'donate']
1430118801.0	['shelter', 'box', 'deployed', 'nepal', 'bring', 'relief', 'visit', 'donate']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430118813.0	['gt', 'gt', 'nepal', 'landmarks', 'quake', 'gt', 'gt']
1430118815.0	['thanks', 'nepal', 'relief', 'pls', 'also', 'something']
1430118826.0	['shelter', 'box', 'deployed', 'nepal', 'bring', 'relief', 'visit', 'donate']
1430118830.0	['sindhupalchowk', 'bhotechaur', 'asking', 'rescue', 'relief']
1430118838.0	['sending', 'medical', 'amp', 'logistical', 'teams', 'amp', 'relief', 'supplies', 'nepal', 'assist', 'victims']
1430118844.0	['international', 'teams', 'arrive', 'kathmandu', 'relief']
1430118845.0	['waiting', 'sort', 'information']
1430118855.0	['sending', 'medical', 'amp', 'logistical', 'teams', 'amp', 'relief', 'supplies', 'nepal', 'assist', 'victims', 'http']
1430118867.0	['b2b', 'news', 'videocon', 'telecom', 'extends', 'isd', 'calls', 'earthquake', 'hit', 'nepal', 'call', 'rates', 'next', 'day']
1430118898.0	['members', 'ofjapan', 'disaster', 'relief', 'team', 'waiting', 'flight', 'bangkok', 'katmandu']
1430118901.0	['sindhupalchowk', 'bhotechaur', 'asking', 'rescue', 'relief']
1430118901.0	['international', 'teams', 'arrive', 'kathmandu', 'relief']
1430118903.0	['gempa', 'nepal', 'google', 'rilis', 'person', 'finder']
1430118910.0	['chinese', 'team', 'already', 'rescued', 'one', 'victim', 'team', 'assigned', 'group', 'older']
1430118922.0	['rss', 'appeals', 'relief', 'fund', 'rss', 'rescue', 'works', 'continues', 'nepal', 'day']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430118963.0	['waiting', 'sort', 'information']
1430118976.0	['surprising', 'even', '3rd', 'day', 'unable', 'bring', 'fellow', 'countrymen', 'lying', 'stranded', 'open', 'nepal', 'airport']
1430118983.0	['taiwan', 'preparing', 'send', 'relief', 'supplies', 'nepal']
1430118987.0	['team', 'singapore', 'air', 'force', 'stopped', 'kolkata', 'due', 'kathmandu', 'airport', 'currently', 'congested']
1430118991.0	['days', 'priorities', 'still', 'remains', 'search', 'rescue']
1430119038.0	['rascue', 'flight', 'kathmandu', 'landing', 'ktm', 'airport', 'turn', 'back', 'dhaka']
1430119054.0	['thanks', 'supporting', 'relief', 'efforts', 'spreading', 'word']
1430119067.0	['thanks', 'chinese', 'icrc', 'team', 'responsive', 'rescue', 'relief', 'sankhu']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430119096.0	['correction', 'drukair', 'flight', 'ferrying', 'prime', 'minister', 'health', 'minister', 'others', 'landed', 'paro', 'international', 'airport']
1430119099.0	['exactly', 'years', 'ago', 'kathmandu', 'nepal', 'pokhara', 'taking', 'bus']
1430119139.0	['issued', 'flash', 'donor', 'alert', 'amp', 'urgent', 'health', 'needs', 'relief']
1430119151.0	['thanks', 'pm', 'relief', 'help', 'quake', 'hit']
1430119163.0	['prayers', 'families', 'affected']
1430119164.0	['feds', 'dispatch', 'advance', 'dart', 'personnel', 'send', 'relief', 'supplies', 'nepal']
1430119172.0	['everest', 'terremoto', 'nepal']
1430119179.0	['video', 'lenexa', 'group', 'preparing', 'humanitarian', 'relief', 'trip', 'nepal']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430119226.0	['another', 'life', 'rolls']
1430119230.0	['getting', 'ready', 'head', 'nepal', 'relief', 'mission', 'mv']
1430119241.0	['nepal', 'usaid', 'center', 'international', 'disaster', 'information', 'cidi']
1430119248.0	['getting', 'ready', 'head', 'nepal', 'relief', 'mission', 'mv']
1430119256.0	['correction', 'drukair', 'flight', 'ferrying', 'prime', 'minister', 'health', 'minister', 'others', 'landed', 'paro', 'international', 'airport']
1430119260.0	['thanks', 'indian', 'govt', 'amp', 'relief', 'help', 'hit', 'nepal']
1430119266.0	['anyone', 'know', 'best', 'relief', 'agency', 'donate', 'helping']
1430119282.0	['many', 'ford', 'foundation', 'amp', 'workers', 'went', 'nepal', 'bihar', 'amp', 'relief', 'works']
1430119335.0	['15', 'planes', 'waiting', 'land', 'airport', 'space', 'aid', 'workers', 'expected', 'among', 'waiting']
1430119337.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
1430119340.0	['good', 'people', 'remember', 'immediate', 'action', 'taken', 'pm', 'extend', 'relief', 'nepal']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430119392.0	['another', 'life', 'rolls']
1430119405.0	['simple', 'text', 'redcross', '90999to', 'donate', '10', 'nepal', 'disaster', 'relief', 'lend', 'hand', 'yo']
1430119415.0	['part', 'relief', 'efforts', 'nepal', 'crowdfunding', 'website']
1430119434.0	['teams', 'including', 'drtf', 'president', 'working', 'earthquake', 'icom', 'supports', 'victims', 'disaster', 'families']
1430119479.0	['00', 'kathmandu', 'airport', 'two', 'planes', 'landed', 'twelve', 'hour', 'delay', 'looks', 'like', 'getting']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430119527.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
1430119546.0	['appeal', 'help', 'response', 'currently', 'staff', 'supporting', 'relief', 'efforts', 'pls', 'donate']
1430119558.0	['remained', '12', 'hundred', 'houses']
1430119573.0	['nepal', 'earthquake', '90', 'village', 'decimated', 'eyes']
1430119585.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
1430119587.0	['new', 'india', 'bangladesh', 'border', 'region']
1430119625.0	['15', 'planes', 'waiting', 'land', 'airport', 'space', 'aid', 'workers', 'expected', 'among', 'waiting']
1430119625.0	['urgent', 'donate', 'emergency', 'relief', 'fund', 'survivors']
1430119627.0	['kal', 'mochan', 'temple', 'tripureswor', 'constructed', '1874', 'bank', 'bagmati', 'river', 'looks', 'like']
1430119639.0	['thank', 'rachel', 'donation', 'page', 'relief', 'found']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430119649.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
1430119650.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430119651.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430119652.0	['3novices', 'ai', 'delhi', 'khajuraho', 'flight', 'cancelled', 'diverted', 'kathmandu', 'air', 'india', 'delhi', 'khajuraho', 'flight', 'monday', 'cancelled', 'diverted']
1430119654.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430119656.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430119657.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430119658.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
1430119683.0	['urgent', 'donate', 'emergency', 'relief', 'fund', 'survivors']
1430119684.0	['suspect', 'source', 'last', 'earthquake', 'aftershock', 'nearer', 'siliguri', 'kathmandu', 'duration', 'could', 'much', 'worse']
1430119691.0	['like', 'contribute', 'public', 'appeal', 'relief', 'recovery', 'efforts', 'nepal']
1430119691.0	['truck', 'loads', 'relief', 'food', 'today', 'sent', 'nepal', 'delhi', 'sikh', 'gurdwara', 'managing']
1430119695.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
1430119707.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430121012.0	['church', 'responds', 'international', 'disasters', 'follow', 'updates', 'relief', 'efforts']
1430121058.0	['thank', 'supporting', 'relief', 'fund']
1430121075.0	['korea', 'offer', '1m', 'relief', 'aid', 'nepal']
1430121086.0	['leaving', 'toronto', 'tonite', 'zone', 'support', 'relief', 'efforts', 'children', 'help', 'needed', 'http']
1430121112.0	['idea', 'bring', 'lunch', 'work', 'week', 'donate', 'savings', 'nepal', 'relief']
1430121122.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', 'associated', 'press', '15', '1230', 'gmt']
1430121128.0	['teaming', 'send', 'relief', 'nepal', 'give', 'http']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430121140.0	['relief', 'material', 'journalists', 'carried', 'nepal']
1430121154.0	['opening', 'road', 'route', 'nepal', 'expands', 'capability', 'relief', 'rescue', 'effort', 'fs', 'combined', 'briefing']
1430121162.0	['google', 'person', 'finder', 'natural', 'humanitarian', 'disasters']
1430121172.0	['def', 'secy', 'copters', 'ktm', 'airport', 'shifted', 'reduce', 'pressure', 'pokhara', 'operating', 'way', 'standby']
1430121180.0	['thank', 'much', 'support', 'andr', 'spreading', 'word', 'relief', 'efforts', 'nepal']
1430121195.0	['send', 'four', 'rescue', 'flights', 'lot', 'pressure', 'kathmandu', 'air', 'port', 'foreign', 'secretary', 'jaishankar']
1430121199.0	['victims', 'reached', 'lokpriya', 'gopinath', 'bordoloi', 'international', 'airport', 'today']
1430121201.0	['def', 'secy', 'copters', 'ktm', 'airport', 'shifted', 'reduce', 'pressure', 'pokhara', 'operating', 'way', 'standby']
1430121239.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430121244.0	['hundreds', 'await', 'evacuation', 'nepal', 'int', 'airport']
1430121250.0	['iaf', 'shifts', 'mi', '17', 'helicopters', 'kathmandu', 'airport', 'nearby', 'place', 'reduce', 'congestion', 'defsecy', 'rk', 'mathur']
1430121253.0	['relief', 'material', 'loaded', '17', 'iii', 'aircraft', 'iaf', 'reaching', 'people']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430121271.0	['thank', 'support', 'donation', 'page', 'relief', 'found']
1430121275.0	['lastly', 'lets', 'hope', 'namo', 'goverment', 'impose', 'fresh', 'tax', 'indians', 'giving', 'relief', 'neighbour', 'nepal', 'amp', 'pakistan']
1430121283.0	['1078', 'national', 'helpline', 'number', 'tht', 'functional', 'prefix', '011', 'call', 'information', 'help', 'assistance']
1430121289.0	['thank', 'john', 'donation', 'page', 'relief', 'found']
1430121309.0	['thank', 'steve', 'donation', 'page', 'relief', 'found']
1430121339.0	['report', 'kathmandu', 'tribhuvan', 'international', 'airport', 'nepal', 'earthquake2015']
1430121348.0	['opening', 'road', 'route', 'nepal', 'expands', 'capability', 'relief', 'rescue', 'effort', 'fs', 'combined', 'briefing']
1430121353.0	['drone', 'footage', 'shows', 'scale', 'destruction', 'following']
1430121354.0	['information']
1430121361.0	['indians', 'throng', 'kathmandu', 'airport']
1430121365.0	['six', 'bank', 'accounts', 'nepal', 'prime', 'minister', 'disaster', 'relief', 'fund']
1430121368.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', 'new', 'york', 'times', 'toronto']
1430121378.0	['google', 'launches', 'person', 'finder', 'tool', 'aid', 'nepal', 'rescue', 'efforts', 'attempt', 'aid', 'rescue', 'eff']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430121401.0	['departures', 'lounge', 'kathmandu', 'airport', 'landed', 'electricity']
1430121415.0	['ap', 'latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
1430121416.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430121417.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
1430121419.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430121421.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away', '15', '1230', 'gmt']
1430121437.0	['bizarre', 'scene', 'tribhuvan', 'international', 'airport', 'government', 'nepal', 'letting', 'international']
1430121439.0	['thank', 'kyle', 'donation', 'page', 'relief', 'found']
1430121440.0	['list', 'vetted', 'organizations', 'carrying', 'relief', 'efforts']
1430121446.0	['lot', 'pressure', 'kathmandu', 'airport', 'foreign', 'secretary']
1430121452.0	['shiv', 'sena', 'mps', 'give', 'month', 'salary', 'relief', 'fund']
1430121467.0	['thank', 'kyle', 'donation', 'page', 'relief', 'found']
1430121485.0	['delhi', 'govt', 'send', 'relief', 'material', 'nepal']
1430121485.0	['happy', 'lot', 'pressure', 'kathmandu', 'airport', 'foreign', 'secretary']
1430121513.0	['iaf', 'shifts', 'mi', '17', 'helicopters', 'kathmandu', 'airport', 'nearby', 'place', 'reduce', 'congestion', 'defse']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1430121625.0	['nepal', 'viber', 'switched', 'viber', 'billing', 'user', 'nepal', 'make', 'free', 'calls']
1430121630.0	['indian', 'soldiers', 'supplies', 'tribhuwan', 'international', 'airport', 'nepal']
1430121640.0	['nepal', 'american', 'center', 'chicago', 'collects', 'relief', 'donations', 'victims']
1430121641.0	['india', 'deployed', '12', 'choppers', 'nepal', 'relief', 'work', 'six', 'choppers', 'standby', 'goi']
1430121647.0	['thank', 'help', 'person', 'finder', 'safety', 'check']
1430121676.0	['breaking', 'pm', 'donates', 'month', 'salary', 'pm', 'national', 'relief', 'fund', 'victims']
1430121708.0	['earthquake', 'destroys', 'kathmandus', 'centuries', 'old', 'landmarks', 'via']
1430121726.0	['unicef', 'working', 'meet', 'immediate', 'needs', 'children', 'worst', '80yrs', 'donate', 'help']
{'corrected_tags': 'B-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430121746.0	['oh', '4000', 'let', 'consumed', 'tiny', 'problems']
1430121754.0	['breaking', 'pm', 'donates', 'month', 'salary', 'pm', 'national', 'relief', 'fund', 'victims']
1430121764.0	['agra', 'paratroopers', 'land', 'nepal', 'rescue', 'relief', 'efforts', 'deployment', 'indian', 'army', 'rescu']
1430121764.0	['3novices', 'help', 'nepal', 'relief', 'effort', 'nepalese', 'embassy', 'new', 'delhi', 'sending', 'medicines', 'essential', 'supplies', 'nepal']
1430121769.0	['supports', 'provide', 'medical', 'help', 'relief', 'aid']
1430121784.0	['india', 'football', 'federation', 'provided', 'monetary', 'relief', 'rs', '76m', 'go']
1430121787.0	['account', 'temporarily', 'unavailable', 'violates', 'twitter', 'media', 'policy', 'learn']
1430121803.0	['indian', 'parliamentarians', 'donate', 'month', 'salary', 'relief', 'efforts']
1430121826.0	['unicef', 'working', 'meet', 'immediate', 'needs', 'children', 'worst', '80yrs', 'donate', 'help', 'http']
1430121845.0	['swedish', 'relief', 'effort', 'nepal', 'delayed']
1430121848.0	['indian', 'deployed', '11', 'planed', 'c17', 'c130', '3il', '76', '32', 'nepal', 'relief', 'rescue', 'operations', 'goi']
1430121862.0	['pm', 'donates', 'month', 'salary', 'national', 'relief', 'fund', 'victims']
{'corrected_tags': 'I-shelter', 'event_type': 'shelter', 'event_id': 1, 'doc': 'NepalEQ'}
1430121894.0	['pm', 'donates', 'month', 'salary', 'national', 'relief', 'fund', 'victims', 'http']
1430121895.0	['nepal', 'viber', 'switched', 'viber', 'billing', 'user', 'nepal', 'make', 'free', 'calls']
1430121905.0	['weve', 'opened', 'public', 'website', 'data', 'amp', 'products', 'support', 'relief', 'efforts']
1430121907.0	['thanks', 'chinese', 'icrc', 'team', 'responsive', 'rescue', 'relief', 'sankhu']
1430121945.0	['chaos', 'kathmandu', 'airport', 'thousands', 'await', 'evacuation']
1430121949.0	['shall', 'ask', 'could', 'please', 'put', 'banner', 'information', 'donation', 'options', 'victims']
1430121965.0	['live', 'airport', 'kathmandu', '19', '03hrs', 'conversation', 'aok', 'studios']
1430121966.0	['shall', 'also', 'appreciate', 'pm', 'modi', 'act', 'evicting', 'ppl', 'iraq', 'yemen', 'nepal', 'amp', 'speed', 'sent', 'relief', 'nepal']
1430121989.0	['nepal', 'american', 'center', 'chicago', 'collects', 'relief', 'donations', 'victims', 'http']
1430121992.0	['nepal', 'usaid', 'center', 'international', 'disaster', 'information', 'cidi']
1430122005.0	['latest', 'nepal', 'quake', 'busy', 'airport', 'planes', 'turn', 'away']
